Index,Direction,Time Stamp,Frame ID,Format,Type,Data Length,Data(HEX)
1647,Receive,19:52:47.401.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1648,Receive,19:52:47.472.0,0x00000301,数据帧,标准帧,0x08,03 3d 75 00 00 00 00 00 
1649,Receive,19:52:47.472.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1650,Receive,19:52:47.479.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1651,Receive,19:52:47.479.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1652,Receive,19:52:47.489.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d4 ff 
1653,Receive,19:52:47.489.0,0x0000030a,数据帧,标准帧,0x04,71 06 8f 06 
1654,Receive,19:52:47.498.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1655,Receive,19:52:47.498.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1656,Receive,19:52:47.579.0,0x00000301,数据帧,标准帧,0x08,03 3d 75 00 00 00 00 00 
1657,Receive,19:52:47.579.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1658,Receive,19:52:47.579.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1659,Receive,19:52:47.579.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1660,Receive,19:52:47.601.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1661,Receive,19:52:47.601.0,0x0000030a,数据帧,标准帧,0x04,71 06 8f 06 
1662,Receive,19:52:47.601.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1663,Receive,19:52:47.601.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1664,Receive,19:52:47.672.0,0x00000301,数据帧,标准帧,0x08,fe 3c 79 00 00 00 00 00 
1665,Receive,19:52:47.672.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1666,Receive,19:52:47.678.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1667,Receive,19:52:47.678.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1668,Receive,19:52:47.689.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d6 ff 
1669,Receive,19:52:47.689.0,0x0000030a,数据帧,标准帧,0x04,2b 06 3f 06 
1670,Receive,19:52:47.698.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1671,Receive,19:52:47.698.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1672,Receive,19:52:47.776.0,0x00000301,数据帧,标准帧,0x08,fe 3c 78 00 00 00 00 00 
1673,Receive,19:52:47.776.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1674,Receive,19:52:47.779.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1675,Receive,19:52:47.779.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1676,Receive,19:52:47.799.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1677,Receive,19:52:47.799.0,0x0000030a,数据帧,标准帧,0x04,2b 06 3f 06 
1678,Receive,19:52:47.801.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1679,Receive,19:52:47.801.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1680,Receive,19:52:47.873.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1681,Receive,19:52:47.873.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1682,Receive,19:52:47.873.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1683,Receive,19:52:47.873.0,0x00000301,数据帧,标准帧,0x08,03 3d 76 00 00 00 00 00 
1684,Receive,19:52:47.873.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1685,Receive,19:52:47.873.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0f 2a 00 00 
1686,Receive,19:52:47.873.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
1687,Receive,19:52:47.880.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1688,Receive,19:52:47.880.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1689,Receive,19:52:47.880.0,0x00000405,数据帧,标准帧,0x08,2e 0c 2f 0c 31 0c 34 0c 
1690,Receive,19:52:47.880.0,0x00000406,数据帧,标准帧,0x08,27 0c 38 0c 34 0c 32 0c 
1691,Receive,19:52:47.890.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1692,Receive,19:52:47.890.0,0x0000030a,数据帧,标准帧,0x04,e0 05 f9 05 
1693,Receive,19:52:47.890.0,0x00000407,数据帧,标准帧,0x04,37 0c 3b 0c 
1694,Receive,19:52:47.890.0,0x00000408,数据帧,标准帧,0x04,b5 00 00 00 
1695,Receive,19:52:47.898.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1696,Receive,19:52:47.898.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1697,Receive,19:52:47.899.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e6 e5 e5 e6 
1698,Receive,19:52:47.899.0,0x00000506,数据帧,标准帧,0x07,27 0c 3b 0c a5 e4 e5 
1699,Receive,19:52:47.909.0,0x00000509,数据帧,标准帧,0x03,3f 80 01 
1700,Receive,19:52:47.909.0,0x0000050a,数据帧,标准帧,0x03,e7 e6 e4 
1701,Receive,19:52:47.917.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 7d 03 00 
1702,Receive,19:52:47.918.0,0x0000050d,数据帧,标准帧,0x08,01 21 04 00 00 00 00 00 
1703,Receive,19:52:47.981.0,0x00000301,数据帧,标准帧,0x08,03 3d 7a 00 00 00 00 00 
1704,Receive,19:52:47.981.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1705,Receive,19:52:47.981.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1706,Receive,19:52:47.981.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1707,Receive,19:52:48.002.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1708,Receive,19:52:48.002.0,0x0000030a,数据帧,标准帧,0x04,e0 05 f9 05 
1709,Receive,19:52:48.002.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1710,Receive,19:52:48.002.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1711,Receive,19:52:48.071.0,0x00000301,数据帧,标准帧,0x08,fe 3c 79 00 00 00 00 00 
1712,Receive,19:52:48.071.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1713,Receive,19:52:48.078.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1714,Receive,19:52:48.078.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1715,Receive,19:52:48.089.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d6 ff 
1716,Receive,19:52:48.089.0,0x0000030a,数据帧,标准帧,0x04,9f 05 ae 05 
1717,Receive,19:52:48.099.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1718,Receive,19:52:48.099.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1719,Receive,19:52:48.181.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7b 00 00 00 00 00 
1720,Receive,19:52:48.181.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1721,Receive,19:52:48.181.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1722,Receive,19:52:48.181.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1723,Receive,19:52:48.201.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d6 ff 
1724,Receive,19:52:48.201.0,0x0000030a,数据帧,标准帧,0x04,9f 05 ae 05 
1725,Receive,19:52:48.205.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1726,Receive,19:52:48.205.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1727,Receive,19:52:48.272.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7c 00 00 00 00 00 
1728,Receive,19:52:48.272.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1729,Receive,19:52:48.278.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1730,Receive,19:52:48.278.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1731,Receive,19:52:48.289.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d2 ff 
1732,Receive,19:52:48.289.0,0x0000030a,数据帧,标准帧,0x04,5e 05 72 05 
1733,Receive,19:52:48.298.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1734,Receive,19:52:48.298.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1735,Receive,19:52:48.380.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7c 00 00 00 00 00 
1736,Receive,19:52:48.380.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1737,Receive,19:52:48.380.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1738,Receive,19:52:48.380.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1739,Receive,19:52:48.405.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d6 ff 
1740,Receive,19:52:48.405.0,0x0000030a,数据帧,标准帧,0x04,5e 05 72 05 
1741,Receive,19:52:48.405.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1742,Receive,19:52:48.405.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1743,Receive,19:52:48.471.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7c 00 00 00 00 00 
1744,Receive,19:52:48.471.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1745,Receive,19:52:48.478.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1746,Receive,19:52:48.478.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1747,Receive,19:52:48.489.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d6 ff 
1748,Receive,19:52:48.489.0,0x0000030a,数据帧,标准帧,0x04,22 05 31 05 
1749,Receive,19:52:48.498.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1750,Receive,19:52:48.498.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1751,Receive,19:52:48.578.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7e 00 00 00 00 00 
1752,Receive,19:52:48.578.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1753,Receive,19:52:48.579.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1754,Receive,19:52:48.580.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1755,Receive,19:52:48.603.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d2 ff 
1756,Receive,19:52:48.603.0,0x0000030a,数据帧,标准帧,0x04,22 05 31 05 
1757,Receive,19:52:48.603.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1758,Receive,19:52:48.603.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1759,Receive,19:52:48.670.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7c 00 00 00 00 00 
1760,Receive,19:52:48.670.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1761,Receive,19:52:48.678.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1762,Receive,19:52:48.678.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1763,Receive,19:52:48.688.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d8 ff 
1764,Receive,19:52:48.688.0,0x0000030a,数据帧,标准帧,0x04,e6 04 09 05 
1765,Receive,19:52:48.699.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1766,Receive,19:52:48.699.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1767,Receive,19:52:48.780.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7d 00 00 00 00 00 
1768,Receive,19:52:48.780.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1769,Receive,19:52:48.780.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1770,Receive,19:52:48.780.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1771,Receive,19:52:48.803.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1772,Receive,19:52:48.803.0,0x0000030a,数据帧,标准帧,0x04,e6 04 09 05 
1773,Receive,19:52:48.803.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1774,Receive,19:52:48.803.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1775,Receive,19:52:48.874.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1776,Receive,19:52:48.874.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1777,Receive,19:52:48.874.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1778,Receive,19:52:48.874.0,0x00000301,数据帧,标准帧,0x08,fe 3c 80 00 00 00 00 00 
1779,Receive,19:52:48.874.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1780,Receive,19:52:48.874.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0f 2a 00 00 
1781,Receive,19:52:48.874.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
1782,Receive,19:52:48.880.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1783,Receive,19:52:48.880.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1784,Receive,19:52:48.880.0,0x00000405,数据帧,标准帧,0x08,2e 0c 2f 0c 31 0c 32 0c 
1785,Receive,19:52:48.880.0,0x00000406,数据帧,标准帧,0x08,27 0c 38 0c 34 0c 32 0c 
1786,Receive,19:52:48.888.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d2 ff 
1787,Receive,19:52:48.888.0,0x0000030a,数据帧,标准帧,0x04,b4 04 d3 04 
1788,Receive,19:52:48.889.0,0x00000407,数据帧,标准帧,0x04,35 0c 3b 0c 
1789,Receive,19:52:48.889.0,0x00000408,数据帧,标准帧,0x04,b6 00 00 00 
1790,Receive,19:52:48.900.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1791,Receive,19:52:48.900.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1792,Receive,19:52:48.900.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e6 e5 e5 e6 
1793,Receive,19:52:48.900.0,0x00000506,数据帧,标准帧,0x07,27 0c 3b 0c a5 e4 e5 
1794,Receive,19:52:48.908.0,0x00000509,数据帧,标准帧,0x03,3f 80 01 
1795,Receive,19:52:48.908.0,0x0000050a,数据帧,标准帧,0x03,e7 e6 e4 
1796,Receive,19:52:48.918.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 7d 03 00 
1797,Receive,19:52:48.918.0,0x0000050d,数据帧,标准帧,0x08,01 21 04 00 00 00 00 00 
1798,Receive,19:52:48.980.0,0x00000301,数据帧,标准帧,0x08,fe 3c 81 00 00 00 00 00 
1799,Receive,19:52:48.980.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1800,Receive,19:52:48.980.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1801,Receive,19:52:48.980.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1802,Receive,19:52:49.002.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1803,Receive,19:52:49.002.0,0x0000030a,数据帧,标准帧,0x04,b4 04 d3 04 
1804,Receive,19:52:49.002.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1805,Receive,19:52:49.002.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1806,Receive,19:52:49.072.0,0x00000301,数据帧,标准帧,0x08,03 3d 81 00 00 00 00 00 
1807,Receive,19:52:49.072.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1808,Receive,19:52:49.079.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1809,Receive,19:52:49.079.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1810,Receive,19:52:49.088.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7e 3c d4 ff 
1811,Receive,19:52:49.088.0,0x0000030a,数据帧,标准帧,0x04,7d 04 96 04 
1812,Receive,19:52:49.099.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1813,Receive,19:52:49.099.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1814,Receive,19:52:49.180.0,0x00000301,数据帧,标准帧,0x08,03 3d 80 00 00 00 00 00 
1815,Receive,19:52:49.180.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1816,Receive,19:52:49.180.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1817,Receive,19:52:49.180.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1818,Receive,19:52:49.201.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d6 ff 
1819,Receive,19:52:49.201.0,0x0000030a,数据帧,标准帧,0x04,7d 04 96 04 
1820,Receive,19:52:49.201.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1821,Receive,19:52:49.201.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1822,Receive,19:52:49.273.0,0x00000301,数据帧,标准帧,0x08,fe 3c 7f 00 00 00 00 00 
1823,Receive,19:52:49.273.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1824,Receive,19:52:49.279.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1825,Receive,19:52:49.279.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1826,Receive,19:52:49.289.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d6 ff 
1827,Receive,19:52:49.289.0,0x0000030a,数据帧,标准帧,0x04,4c 04 65 04 
1828,Receive,19:52:49.298.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1829,Receive,19:52:49.298.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1830,Receive,19:52:49.379.0,0x00000301,数据帧,标准帧,0x08,fe 3c 81 00 00 00 00 00 
1831,Receive,19:52:49.379.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1832,Receive,19:52:49.379.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1833,Receive,19:52:49.379.0,0x00000304,数据帧,标准帧,0x06,07 00 00 10 00 00 
1834,Receive,19:52:49.403.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1835,Receive,19:52:49.403.0,0x0000030a,数据帧,标准帧,0x04,4c 04 65 04 
1836,Receive,19:52:49.403.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1837,Receive,19:52:49.403.0,0x00000401,数据帧,标准帧,0x08,fe 79 00 00 00 00 00 00 
1838,Receive,19:52:49.471.0,0x00000301,数据帧,标准帧,0x08,03 3d 83 00 00 00 00 00 
1839,Receive,19:52:49.471.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1840,Receive,19:52:49.479.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1841,Receive,19:52:49.479.0,0x00000304,数据帧,标准帧,0x06,07 00 00 40 00 00 
1842,Receive,19:52:49.488.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d2 ff 
1843,Receive,19:52:49.488.0,0x0000030a,数据帧,标准帧,0x04,19 04 05 04 
1844,Receive,19:52:49.499.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1845,Receive,19:52:49.499.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1846,Receive,19:52:49.570.0,0x00000301,数据帧,标准帧,0x08,03 3d 85 00 00 00 00 00 
1847,Receive,19:52:49.570.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1848,Receive,19:52:49.577.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1849,Receive,19:52:49.577.0,0x00000304,数据帧,标准帧,0x06,07 00 00 40 00 00 
1850,Receive,19:52:49.587.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d2 ff 
1851,Receive,19:52:49.587.0,0x0000030a,数据帧,标准帧,0x04,19 04 05 04 
1852,Receive,19:52:49.598.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1853,Receive,19:52:49.598.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1854,Receive,19:52:49.672.0,0x00000301,数据帧,标准帧,0x08,03 3d 83 00 00 00 00 00 
1855,Receive,19:52:49.672.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1856,Receive,19:52:49.678.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1857,Receive,19:52:49.678.0,0x00000304,数据帧,标准帧,0x06,07 00 00 40 00 00 
1858,Receive,19:52:49.689.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d4 ff 
1859,Receive,19:52:49.689.0,0x0000030a,数据帧,标准帧,0x04,19 04 05 04 
1860,Receive,19:52:49.698.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1861,Receive,19:52:49.698.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1862,Receive,19:52:49.771.0,0x00000301,数据帧,标准帧,0x08,03 3d 83 00 00 00 00 00 
1863,Receive,19:52:49.771.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1864,Receive,19:52:49.778.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1865,Receive,19:52:49.778.0,0x00000304,数据帧,标准帧,0x06,07 00 00 40 00 00 
1866,Receive,19:52:49.789.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d0 ff 
1867,Receive,19:52:49.789.0,0x0000030a,数据帧,标准帧,0x04,19 04 05 04 
1868,Receive,19:52:49.798.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1869,Receive,19:52:49.798.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1870,Receive,19:52:49.870.0,0x00000604,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1871,Receive,19:52:49.870.0,0x00000605,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1872,Receive,19:52:49.874.0,0x00000606,数据帧,标准帧,0x08,00 00 00 00 00 00 00 00 
1873,Receive,19:52:49.874.0,0x00000301,数据帧,标准帧,0x08,03 3d 84 00 00 00 00 00 
1874,Receive,19:52:49.874.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1875,Receive,19:52:49.874.0,0x00000402,数据帧,标准帧,0x08,02 00 00 00 0f 2a 00 00 
1876,Receive,19:52:49.874.0,0x00000403,数据帧,标准帧,0x08,64 00 00 00 e3 c3 07 00 
1877,Receive,19:52:49.877.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1878,Receive,19:52:49.877.0,0x00000304,数据帧,标准帧,0x06,07 00 00 40 00 00 
1879,Receive,19:52:49.880.0,0x00000405,数据帧,标准帧,0x08,2e 0c 2e 0c 31 0c 32 0c 
1880,Receive,19:52:49.880.0,0x00000406,数据帧,标准帧,0x08,27 0c 38 0c 34 0c 32 0c 
1881,Receive,19:52:49.891.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d2 ff 
1882,Receive,19:52:49.891.0,0x0000030a,数据帧,标准帧,0x04,19 04 05 04 
1883,Receive,19:52:49.891.0,0x00000407,数据帧,标准帧,0x04,35 0c 3a 0c 
1884,Receive,19:52:49.891.0,0x00000408,数据帧,标准帧,0x04,b7 00 00 00 
1885,Receive,19:52:49.898.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1886,Receive,19:52:49.898.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1887,Receive,19:52:49.898.0,0x00000409,数据帧,标准帧,0x08,e5 e4 e5 d7 e6 e5 e5 e6 
1888,Receive,19:52:49.898.0,0x00000506,数据帧,标准帧,0x07,27 0c 3a 0c a5 e4 e5 
1889,Receive,19:52:49.908.0,0x00000509,数据帧,标准帧,0x03,3f 80 01 
1890,Receive,19:52:49.908.0,0x0000050a,数据帧,标准帧,0x03,e7 e6 e4 
1891,Receive,19:52:49.919.0,0x0000050d,数据帧,标准帧,0x08,00 00 00 00 00 7d 03 00 
1892,Receive,19:52:49.919.0,0x0000050d,数据帧,标准帧,0x08,01 21 04 00 00 00 00 00 
1893,Receive,19:52:49.972.0,0x00000301,数据帧,标准帧,0x08,03 3d 84 00 00 00 00 00 
1894,Receive,19:52:49.972.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1895,Receive,19:52:49.979.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1896,Receive,19:52:49.979.0,0x00000304,数据帧,标准帧,0x06,07 00 00 40 00 00 
1897,Receive,19:52:49.989.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 80 3c d6 ff 
1898,Receive,19:52:49.989.0,0x0000030a,数据帧,标准帧,0x04,19 04 05 04 
1899,Receive,19:52:49.999.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1900,Receive,19:52:49.999.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
1901,Receive,19:52:50.070.0,0x00000301,数据帧,标准帧,0x08,03 3d 85 00 00 00 00 00 
1902,Receive,19:52:50.070.0,0x00000302,数据帧,标准帧,0x08,00 00 00 00 a9 50 9d 39 
1903,Receive,19:52:50.077.0,0x00000303,数据帧,标准帧,0x04,00 00 00 00 
1904,Receive,19:52:50.077.0,0x00000304,数据帧,标准帧,0x06,07 00 00 40 00 00 
1905,Receive,19:52:50.087.0,0x00000309,数据帧,标准帧,0x08,63 a8 00 3d 7f 3c d4 ff 
1906,Receive,19:52:50.087.0,0x0000030a,数据帧,标准帧,0x04,19 04 05 04 
1907,Receive,19:52:50.098.0,0x00000400,数据帧,标准帧,0x08,06 00 00 00 00 00 00 00 
1908,Receive,19:52:50.098.0,0x00000401,数据帧,标准帧,0x08,08 7a 00 00 00 00 00 00 
